source,title,publisher,issn,eissn,field,scopus,wos,wos_indexes,abdc_rating
scopus_mar_2026,Journal of Agriculture Faculty of Ege University,Ege Universitesi,10188851,25481207,1110; 1103; 1102; 1101,true,,,
scopus_mar_2026,Journal of Agriculture of the University of Puerto Rico,Agricultural Experiment Station,0041994X,,1103; 1102,true,,,
scopus_mar_2026,"Journal of Agriculture, Food Systems, and Community Development",Thomas A. Lyson Center for Civic Agriculture and Food Systems,,21520801,3306; 3305; 3303; 3301,true,,,
scopus_mar_2026,Journal of Agro-Environment Science,Editorial Board of Journal of Agro-Environment Science,16722043,,2304; 2309; 2308; 2303; 1105; 1102; 1111,true,,,
scopus_mar_2026,Journal of Agromedicine,Taylor and Francis Ltd.,1059924X,15450813,2739,true,,,
scopus_mar_2026,Journal of Agrometeorology,Association of Agrometeorologists,09721665,25832980,1102; 1902; 1107,true,,,
scopus_mar_2026,Journal of Agronomy,Asian Network for Scientific Information,18125379,18125417,1102,true,,,
scopus_mar_2026,Journal of Agronomy and Crop Science,Wiley-Blackwell Publishing Ltd,09312250,1439037X,1110; 1102,true,,,
scopus_mar_2026,Journal of AIDS and Clinical Research,OMICS Publishing Group,,21556113,2406; 2403; 2708; 2725,true,,,
scopus_mar_2026,Journal of Air Medical Transport,WordPerfect Publishing Corp.,10469095,,2700,true,,,
scopus_mar_2026,Journal of Air Pollution and Health,Tehran University of Medical Sciences,,24763071,2310; 2307; 2306,true,,,
scopus_mar_2026,Journal of Air Transport Management,Elsevier Ltd,09696997,,2308; 1408; 3308; 3313,true,,,
scopus_mar_2026,Journal of Air Transportation,American Institute of Aeronautics and Astronautics Inc. (AIAA),,23809450,1405; 2308; 2101; 3311; 3313; 2202,true,,,
scopus_mar_2026,Journal of Aircraft,American Institute of Aeronautics and Astronautics Inc. (AIAA),00218669,15333868,2202,true,,,
scopus_mar_2026,Journal of Airport Management,Henry Stewart Publications,17501938,17501946,2001; 3313; 1401,true,,,
scopus_mar_2026,Journal of Al-azhar University Engineering Sector,"Al-Azhar University, Faculty of Engineering",16878418,30097622,2201,true,,,
scopus_mar_2026,Journal of Alcohol and Drug Education,American Alcohol and Drug Information Foundation (Lansing),00901482,,3306; 2717,true,,,
scopus_mar_2026,Journal of Algebra,Academic Press Inc.,00218693,1090266X,2602,true,,,
scopus_mar_2026,Journal of Algebra and Applied Mathematics,SAS International Publications,23197234,,2604; 2605; 2602; 2607,true,,,
scopus_mar_2026,Journal of Algebra and Discrete Structures,SAS International Publications,09725946,,2607; 2602,true,,,
scopus_mar_2026,Journal of Algebra and its Applications,World Scientific Publishing Co. Pte Ltd,02194988,17936829,2604; 2602,true,,,
scopus_mar_2026,Journal of Algebra and Related Topics,University of Guilan,23453931,23829877,2607; 2604; 2602,true,,,
scopus_mar_2026,Journal of Algebra Combinatorics Discrete Structures and Applications,Jacodesmath Institute,,2148838X,2607; 2602,true,,,
scopus_mar_2026,Journal of Algebraic Combinatorics,Springer Netherlands,09259899,15729192,2607; 2602,true,,,
scopus_mar_2026,Journal of Algebraic Geometry,American Mathematical Society,10563911,15347486,2608; 2602,true,,,
scopus_mar_2026,Journal of Algebraic Hyperstructures and Logical Algebras,University of Hatef,,26766019,2602; 2601,true,,,
scopus_mar_2026,Journal of Algebraic Systems,Shahrood University of Technology,,2345511X,2608; 2607; 2602,true,,,
scopus_mar_2026,Journal of Algorithms,Elsevier Inc.,01966774,10902678,1703; 2606; 2605,true,,,
scopus_mar_2026,Journal of Algorithms and Computational Technology,SAGE Publications Inc.,17483018,17483026,2604; 2605; 2612,true,,,
scopus_mar_2026,Journal of Allergy and Clinical Immunology,Elsevier Inc.,00916749,10976825,2723; 2403,true,,,
scopus_mar_2026,Journal of Allergy and Clinical Immunology: Global,Elsevier B.V.,,27728293,2723,true,,,
scopus_mar_2026,Journal of Allergy and Clinical Immunology: In Practice,"American Academy of Allergy, Asthma and Immunology",22132198,22132201,2723,true,,,
scopus_mar_2026,Journal of Allied Health,Science and Medicine Inc.,00907421,1945404X,2739,true,,,
scopus_mar_2026,Journal of Alloys and Compounds,Elsevier B.V.,09258388,,2210; 2211; 2505; 2506,true,,,
scopus_mar_2026,Journal of Alloys and Compounds Communications,Elsevier B.V.,,29502845,2506; 2505; 2211; 2210,true,,,
scopus_mar_2026,Journal of Alloys and Metallurgical Systems,Elsevier B.V.,,29499178,2501; 2508; 2506,true,,,
scopus_mar_2026,Journal of Al-Tamaddun,"Academy of Islamic Studies, Dept of Islamic History and Civilization, University of Malaya",18237517,22892672,1212; 3314; 1202; 3316,true,,,
scopus_mar_2026,Journal of Alternative and Community Media,Intellect Ltd.,,22065857,3315,true,,,
scopus_mar_2026,Journal of Alternative and Complementary Medicine,Mary Ann Liebert Inc.,10755535,15577708,2707,true,,,
scopus_mar_2026,Journal of Alternative Investments,Portfolio Management Research,15203255,,2002; 2003,true,,,
scopus_mar_2026,Journal of Alzheimer's Disease,SAGE Publications Ltd,13872877,18758908,3203; 2717; 2738; 2800,true,,,
scopus_mar_2026,Journal of Alzheimer's Disease Reports,SAGE Publications Ltd,,25424823,3203; 2800; 2738; 2717,true,,,
scopus_mar_2026,Journal of Ambient Intelligence and Humanized Computing,Springer Verlag,18685137,18685145,1700,true,,,
scopus_mar_2026,Journal of Ambient Intelligence and Smart Environments,SAGE Publications Ltd,18761364,,1712,true,,,
scopus_mar_2026,Journal of Ambulatory Care Management,Lippincott Williams and Wilkins Ltd.,01489917,15503267,2719,true,,,
scopus_mar_2026,Journal of Ambulatory Care Marketing,Haworth Press Inc.,08869723,,1406; 2719,true,,,
scopus_mar_2026,Journal of American College Health,Routledge,07448481,,2739,true,,,
scopus_mar_2026,Journal of American Culture,Bowling Green State University in cooperation with the Popular Culture Association and the American Culture Association,01911813,,2700,true,,,
scopus_mar_2026,Journal of American Culture,John Wiley and Sons Inc,15427331,1542734X,3316; 1208; 1213; 1202,true,,,
scopus_mar_2026,Journal of American Ethnic History,University of Illinois Press,02785927,19364695,3314; 3316; 1202,true,,,
scopus_mar_2026,Journal of American Folklore,American Folklore Society,00218715,15351882,1201; 3316,true,,,
scopus_mar_2026,Journal of American History,Oxford University Press,00218723,19452314,1202; 1207,true,,,
scopus_mar_2026,Journal of American Studies,Cambridge University Press,00218758,14695154,1200; 3300,true,,,
scopus_mar_2026,Journal of American-East Asian Relations,Brill Academic Publishers,10583947,18765610,3320; 3312; 1202; 3316,true,,,
scopus_mar_2026,Journal of Anaesthesiology Clinical Pharmacology,Wolters Kluwer Medknow Publications,09709185,22312730,2703; 2736; 3000,true,,,
scopus_mar_2026,Journal of Analysis,Springer Science and Business Media B.V.,09713611,23672501,2612; 2608; 2603; 2602; 2604,true,,,
scopus_mar_2026,Journal of Analysis and Applications,SAS International Publications,09725954,,2604; 2603,true,,,
scopus_mar_2026,Journal of Analysis and Testing,Springer International Publishing,2096241X,25094696,2505; 2304; 3105; 1607; 1603; 1602,true,,,
scopus_mar_2026,Journal of Analytic Social Work,Haworth Press Inc.,10529950,,3301; 3207,true,,,
scopus_mar_2026,Journal of Analytical and Applied Pyrolysis,Elsevier B.V.,01652370,,2103; 1602,true,,,
scopus_mar_2026,Journal of Analytical and Numerical Methods in Mining Engineering,Yazd University,22516565,26766795,2612; 1907,true,,,
scopus_mar_2026,Journal of Analytical Atomic Spectrometry,Royal Society of Chemistry,02679477,13645544,1607; 1602,true,,,
scopus_mar_2026,Journal of Analytical Chemistry,Pleiades Publishing,10619348,16083199,1602,true,,,
scopus_mar_2026,Journal of Analytical Methods in Chemistry,John Wiley and Sons Ltd,20908865,20908873,1706; 1602; 3105; 1500,true,,,
scopus_mar_2026,Journal of Analytical Oncology,Neoplasia Research,19277210,19277229,2730; 1306,true,,,
scopus_mar_2026,Journal of Analytical Psychology,Wiley-Blackwell Publishing Ltd,00218774,14685922,3203,true,,,
scopus_mar_2026,Journal of Analytical Science and Technology,SpringerOpen,20933134,20933371,3100; 2300; 1300; 2500; 1600,true,,,
scopus_mar_2026,Journal of Analytical Toxicology,Society of Forensic Toxicologists,01464760,19452403,2307; 3005; 1602; 1504; 2304,true,,,
scopus_mar_2026,Journal of Anatomy,John Wiley and Sons Inc,00218782,14697580,1307; 2702; 2722; 1309; 1105; 1312,true,,,
scopus_mar_2026,Journal of Ancient Civilizations,Institute for the History of Ancient Civilizations,10049371,,3302; 1202; 1204,true,,,
scopus_mar_2026,Journal of Ancient History and Archaeology,Mega Publishing House,,2360266X,3302; 1202; 1204; 1205,true,,,
scopus_mar_2026,Journal of Ancient Judaism,Brill Academic Publishers,18693296,21967954,1212,true,,,
scopus_mar_2026,Journal of Ancient Near Eastern History,Walter de Gruyter GmbH,23289554,23289562,1202,true,,,
scopus_mar_2026,Journal of Ancient Near Eastern Religions,Brill Academic Publishers,15692116,15692124,1212; 1202,true,,,
scopus_mar_2026,Journal of Andrological Sciences,Pacini Editore Srl,20353901,,2748; 2743; 2712,true,,,
scopus_mar_2026,Journal of Andrology,American Society of Andrology Inc.,01963635,19394640,1310; 2712; 2743; 2748,true,,,
scopus_mar_2026,Journal of Anesthesia,Springer,09138668,14388359,2703,true,,,
scopus_mar_2026,Journal of Anesthesia and Clinical Research,OMICS Publishing Group,,21556148,2703,true,,,
scopus_mar_2026,Journal of Anesthesia and Translational Medicine,KeAi Communications Co.,,29573912,2706; 2703,true,,,
scopus_mar_2026,Journal of Anesthesia History,Elsevier Inc.,,23524529,1207; 2703,true,,,
scopus_mar_2026,"Journal of Anesthesia, Analgesia and Critical Care",BioMed Central Ltd,,27313786,2706; 2703,true,,,
scopus_mar_2026,Journal of Angiogenesis Research,BioMed Central Ltd,,20402384,2722; 2734; 1309,true,,,
scopus_mar_2026,Journal of Angiotherapy,Eman Research,22078843,2207872X,3001; 3003; 3002,true,,,
scopus_mar_2026,Journal of Anglican Studies,Cambridge University Press,17403553,17455278,1212,true,,,
scopus_mar_2026,Journal of Anglo-Portuguese Studies,CETAPS,0871682X,,3316; 1201; 1202; 1208,true,,,
scopus_mar_2026,Journal of Animal and Feed Sciences,"Kielanowski Institute of Animal Physiology and Nutrition, Polish Academy of Science",12301388,27198448,1106; 1103,true,,,
scopus_mar_2026,Journal of Animal and Plant Sciences,Pakistan Agricultural Scientists Forum,10187081,23098694,1110; 1103,true,,,
scopus_mar_2026,Journal of Animal and Veterinary Advances,Medwell Publishing,16805593,1993601X,3400; 1102,true,,,
scopus_mar_2026,Journal of Animal Behaviour and Biometeorology,Malque Publishing,,23181265,2303; 1902; 1103,true,,,
scopus_mar_2026,Journal of Animal Breeding and Genetics,Wiley-Blackwell Publishing Ltd,09312668,14390388,1103; 3403,true,,,
scopus_mar_2026,"Journal of Animal Breeding and Genetics, Supplement",John Wiley and Sons Inc,17424488,,3403; 1103,true,,,
scopus_mar_2026,Journal of Animal Ecology,Wiley-Blackwell Publishing Ltd,00218790,13652656,1103; 1105,true,,,
scopus_mar_2026,Journal of Animal Ethics,University of Illinois Press,21565414,21601267,2910; 1103,true,,,
scopus_mar_2026,Journal of Animal Health and Production,ResearchersLinks Ltd,,23082801,3400; 1103,true,,,
scopus_mar_2026,Journal of Animal Physiology and Animal Nutrition,Wiley-Blackwell Publishing Ltd,09312439,14390396,1103; 3403,true,,,
scopus_mar_2026,Journal of Animal Science,Oxford University Press,00218812,15253163,1103; 1311; 1106,true,,,
scopus_mar_2026,Journal of Animal Science and Biotechnology,BioMed Central Ltd,16749782,20491891,1303; 1106; 1305; 1103,true,,,
scopus_mar_2026,Journal of Animal Science and Technology,Korean Society of Animal Sciences and Technology,26720191,20550391,2303; 1301; 1106; 3401; 1103,true,,,
scopus_mar_2026,Journal of Anthropological Archaeology,Academic Press Inc.,02784165,10902686,3307; 1202; 3302; 1204,true,,,
scopus_mar_2026,Journal of Anthropological Research,University of Chicago Press,00917710,21533806,1201; 3314,true,,,
scopus_mar_2026,Journal of Anthropological Sciences,Istituto Italiano di Antropologia,18274765,20370644,3314,true,,,
scopus_mar_2026,Journal of Anti-Aging Medicine,Mary Ann Liebert Inc.,10945458,,1302,true,,,
scopus_mar_2026,"Journal of Antibacterial and Antifungal Agents, Japan",Nihon Bokin Bobai Gakkai/Society for Antibacterial and Antilungal Agents,03855201,,2404,true,,,
scopus_mar_2026,Journal of Antibiotics,Springer Nature,00218820,18811469,3002; 3004,true,,,
scopus_mar_2026,Journal of Antimicrobial Chemotherapy,Oxford University Press,03057453,14602091,2725; 2736; 2726; 3004,true,,,
scopus_mar_2026,Journal of Antitrust Enforcement,Oxford University Press,20500688,20500696,3308,true,,,
scopus_mar_2026,Journal of Antivirals and Antiretrovirals,OMICS Publishing Group,,19485964,2406; 2725,true,,,
scopus_mar_2026,Journal of Anxiety Disorders,Elsevier Ltd,08876185,18737897,3203; 2738,true,,,
scopus_mar_2026,Journal of AOAC International,Oxford University Press,10603271,19447922,3004; 2304; 1106; 1102; 1602,true,,,
scopus_mar_2026,Journal of Apicultural Research,Taylor and Francis Ltd.,00218839,20786913,1109,true,,,
scopus_mar_2026,Journal of Apicultural Science,Sciendo,16434439,22994831,1110; 1109,true,,,
scopus_mar_2026,Journal of Appalachian Studies,University of Illinois Press,10827161,23288612,3300,true,,,
scopus_mar_2026,Journal of Applied Accounting Research,Emerald Publishing,09675426,17588855,1402; 2001; 1802,true,,,
scopus_mar_2026,Journal of Applied Analysis,Walter de Gruyter GmbH,14256908,18696082,1703; 1804; 2610; 2604,true,,,
scopus_mar_2026,Journal of Applied Analysis and Computation,Wilmington Scientific Publisher,2156907X,21585644,2600,true,,,
scopus_mar_2026,Journal of Applied and Computational Mechanics,Shahid Chamran University of Ahvaz,,23834536,2210; 2206,true,,,
scopus_mar_2026,Journal of Applied and Computational Topology,Springer International Publishing AG,23671726,23671734,2604; 2605; 2608,true,,,
scopus_mar_2026,Journal of Applied and Industrial Mathematics,Pleiades Publishing,19904789,19904797,2604; 2209,true,,,
scopus_mar_2026,Journal of Applied and Natural Science,Applied and Natural Science Foundation,09749411,22315209,1100; 2300; 2400; 1300,true,,,
scopus_mar_2026,Journal of Applied and Numerical Optimization,Biemdas Academic Publishers,25625527,25625535,2612; 2611; 2606; 2605,true,,,
scopus_mar_2026,Journal of Applied Animal Ethics Research,Brill Academic Publishers,25889559,25889567,1211; 1103,true,,,
scopus_mar_2026,Journal of Applied Animal Nutrition,Brill Wageningen Academic,,2049257X,1103,true,,,
scopus_mar_2026,Journal of Applied Animal Research,Taylor and Francis Ltd.,09712119,09741844,3400; 1103,true,,,
scopus_mar_2026,Journal of Applied Animal Welfare Science,Taylor and Francis Ltd.,10888705,15327604,3400; 1103,true,,,
scopus_mar_2026,Journal of Applied Aquaculture,Taylor and Francis Ltd.,10454438,15450805,1104; 2303,true,,,
scopus_mar_2026,Journal of Applied Arts and Health,Intellect Ltd.,20402457,20402465,3203; 1210; 1201; 3316; 1213; 1211,true,,,
scopus_mar_2026,Journal of Applied Bacteriology,Blackwell Publishing Ltd.,00218847,,2402; 2404,true,,,
scopus_mar_2026,Journal of Applied Behavior Analysis,Wiley-Blackwell,00218855,19383703,3202; 3312; 1211,true,,,
scopus_mar_2026,Journal of Applied Behavioral Science,SAGE Publications Inc.,00218863,15526879,3202,true,,,
scopus_mar_2026,Journal of Applied Bioanalysis,Green Publication,,2405710X,3607; 1308; 3305; 1601; 1602,true,,,
scopus_mar_2026,Journal of Applied Biobehavioral Research,Wiley-Blackwell,10712089,17519861,3301; 3203; 3205; 3316,true,,,
scopus_mar_2026,Journal of Applied Biochemistry,Academic Press Inc.,01617354,,2402; 1500; 1305,true,,,
scopus_mar_2026,Journal of Applied Biological Chemistry,Korean Society for Applied Biological Chemistry,19760442,22347941,1502; 1605,true,,,
scopus_mar_2026,Journal of Applied Biological Sciences,Nobel Science and Research Center,13071130,21460108,1100; 2300; 1300,true,,,
scopus_mar_2026,Journal of Applied Biology and Biotechnology,Open Science Publishers LLP Inc.,,2347212X,1305; 1106; 1110; 1102; 1300,true,,,
scopus_mar_2026,Journal of Applied Biomaterials,Wiley-Blackwell,10454861,15499316,1908; 1901; 1912; 1906,true,,,
scopus_mar_2026,Journal of Applied Biomaterials and Biomechanics,Wichtig Publishing Srl,17226899,17246024,2204; 1502; 1304; 2502,true,,,
scopus_mar_2026,Journal of Applied Biomaterials and Functional Materials,SAGE Publications Ltd,,22808000,2204; 2502; 1502; 1304,true,,,
scopus_mar_2026,Journal of Applied Biomechanics,Human Kinetics Publishers Inc.,10658483,15432688,2742; 1304; 2732,true,,,
scopus_mar_2026,Journal of Applied Biomedicine,University of South Bohemia in Ceske Budejovice Faculty of Health and Social Sciences,1214021X,12140287,1300; 1100; 3000; 2700; 2800; 2400; 2307; 2204; 1702,true,,,
scopus_mar_2026,Journal of Applied Biotechnology Reports,Baqiyatallah University of Medical Sciences,23221186,24235784,1305,true,,,
scopus_mar_2026,Journal of Applied Botany,Wiley-Blackwell Publishing Ltd,09495460,,1110,true,,,
scopus_mar_2026,Journal of Applied Botany and Food Quality,Julius Kuhn-Institut Federal Research Center for Cultivated Plants,16139216,1439040X,1106; 1110,true,,,
scopus_mar_2026,Journal of Applied Business Research,Clute Institute,08927626,,1403,true,,,
scopus_mar_2026,Journal of Applied Chemistry and Biotechnology,Wiley-Blackwell,03759210,19350554,1312; 1712; 2611; 2604; 1703; 2204,true,,,
scopus_mar_2026,Journal of Applied Clinical Medical Physics,John Wiley and Sons Ltd,,15269914,3105; 3108; 2741,true,,,
scopus_mar_2026,Journal of Applied Communication Research,Routledge,00909882,14795752,1203; 3315,true,,,
scopus_mar_2026,Journal of Applied Communications,New Prairie Press,,24761362,1101; 1406; 3315,true,,,
scopus_mar_2026,Journal of Applied Cosmetology,World Health Academy and Publishing House,03928543,,2708,true,,,
scopus_mar_2026,Journal of Applied Crystallography,International Union of Crystallography,00218898,16005767,1300,true,,,
scopus_mar_2026,Journal of Applied Data Sciences,Bright Publisher,,27236471,1702; 1701; 1710; 1706,true,,,
scopus_mar_2026,Journal of Applied Developmental Psychology,Elsevier B.V.,01933973,,3204,true,,,
scopus_mar_2026,Journal of Applied Ecology,Wiley-Blackwell Publishing Ltd,00218901,13652664,2303,true,,,
scopus_mar_2026,Journal of Applied Econometrics,John Wiley and Sons Ltd,08837252,10991255,2002; 3301,true,,,
scopus_mar_2026,Journal of Applied Economic Sciences,RITHA Publishing House,18436110,23935162,1400; 2000,true,,,
scopus_mar_2026,Journal of Applied Economics,Taylor and Francis Ltd.,15140326,16676726,2000,true,,,
scopus_mar_2026,Journal of Applied Electrochemistry,Springer Netherlands,0021891X,15728838,2505; 1603; 1500,true,,,
scopus_mar_2026,Journal of Applied Engineering and Technological Science,Intellectual Research and Development Education Foundation (YRPI),27156087,27156079,2209; 1710; 1701; 2201,true,,,
scopus_mar_2026,Journal of Applied Engineering Science,Institute for research and design in industry,14514117,18213197,2105; 2213; 2205; 3313; 2210; 2200,true,,,
scopus_mar_2026,Journal of Applied Entomology,Wiley-Blackwell Publishing Ltd,09312048,14390418,1109; 1102,true,,,
scopus_mar_2026,Journal of Applied Fire Science,Baywood Publishing Co. Inc.,10444300,15414183,3104; 2213; 1500; 1600,true,,,
scopus_mar_2026,Journal of Applied Fluid Mechanics,Isfahan University of Technology,17353572,17353645,3104; 2211; 2210,true,,,
scopus_mar_2026,Journal of Applied Genetics,Springer Science and Business Media Deutschland GmbH,12341983,21903883,1311,true,,,
scopus_mar_2026,Journal of Applied Geodesy,Walter de Gruyter GmbH,18629016,18629024,2201; 2611; 1901,true,,,
scopus_mar_2026,Journal of Applied Geophysics,Elsevier B.V.,09269851,,1908,true,,,
scopus_mar_2026,Journal of Applied Gerontology,SAGE Publications Inc.,07334648,15524523,2717; 2909,true,,,
scopus_mar_2026,Journal of Applied Hematology,Wolters Kluwer Medknow Publications,16585127,24546976,2720,true,,,
scopus_mar_2026,Journal of Applied History,Brill Academic Publishers,25895885,25895893,1202,true,,,
scopus_mar_2026,Journal of Applied Horticulture,Society for Advancement of Horticulture,09721045,,1305; 1110; 1108,true,,,
scopus_mar_2026,Journal of Applied Ichthyology,Wiley-VCH Verlag,01758659,14390426,1104,true,,,
scopus_mar_2026,Journal of Applied Journalism and Media Studies,Intellect Ltd.,20010818,20499531,3315,true,,,
scopus_mar_2026,Journal of Applied Laboratory Medicine,Oxford University Press,25769456,24757241,1308; 2734; 1501; 1602; 2704,true,,,
scopus_mar_2026,Journal of Applied Learning and Teaching,Kaplan Singapore,,2591801X,3304,true,,,
scopus_mar_2026,Journal of Applied Linguistics,Equinox Publishing Ltd,14797887,17431743,3310; 1203,true,,,
scopus_mar_2026,Journal of Applied Linguistics and Applied Literature,Azarbaijan Shahid Madani University,28208986,28210204,3310; 1203,true,,,
scopus_mar_2026,Journal of Applied Linguistics and Professional Practice,University of Toronto Press,20403658,20403666,3304; 3310; 1203,true,,,
scopus_mar_2026,Journal of Applied Logic,Elsevier B.V.,15708683,,2604; 2609,true,,,
scopus_mar_2026,Journal of Applied Logics,College Publications,26319810,26319829,2604; 2609,true,,,
scopus_mar_2026,Journal of Applied Manufacturing Systems,Thomas Technology Press,08990956,,2210,true,,,
scopus_mar_2026,Journal of Applied Mathematics,John Wiley and Sons Ltd,1110757X,16870042,2604,true,,,
scopus_mar_2026,Journal of Applied Mathematics and Computational Mechanics,Czestochowa University of Technology,22999965,23530588,2612; 2605; 2604; 2603; 2210,true,,,
scopus_mar_2026,Journal of Applied Mathematics and Computing,Springer Nature,15985865,18652085,2604; 2605,true,,,
scopus_mar_2026,Journal of Applied Mathematics and Decision Sciences,Hindawi Publishing Corporation,11739126,15327612,2604; 2605; 2613; 1800,true,,,
scopus_mar_2026,Journal of Applied Mathematics and Informatics,Korean Society for Computational and Applied Mathematics,27341194,22348417,2604; 1703; 2605; 2601; 2603,true,,,
scopus_mar_2026,Journal of Applied Mathematics and Mechanics,Elsevier B.V.,00218928,,2210; 2611; 2211; 2604,true,,,
scopus_mar_2026,Journal of Applied Mathematics and Simulation,Hindawi Limited,08935688,,2604; 2611; 2613; 2603,true,,,
scopus_mar_2026,Journal of Applied Mathematics and Stochastic Analysis,Hindawi Publishing Corporation,10489533,16872177,2604; 2611; 2613,true,,,
scopus_mar_2026,Journal of Applied Measurement,JAM Press,15297713,,2700,true,,,
scopus_mar_2026,Journal of Applied Mechanics,American Society of Mechanical Engineers (ASME),00218936,15289036,2211; 2210; 3104,true,,,
scopus_mar_2026,Journal of Applied Mechanics and Technical Physics,Pleiades Publishing,00218944,15738620,2210; 2211; 3104,true,,,
scopus_mar_2026,Journal of Applied Metalworking,American Society for Metals,01629700,,2210; 2200; 2211; 2500,true,,,
scopus_mar_2026,Journal of Applied Meteorology,American Meteorological Society,08948763,15200450,1902,true,,,
scopus_mar_2026,Journal of applied meteorology,American Meteorological Society,00218952,,2200,true,,,
scopus_mar_2026,Journal of Applied Meteorology and Climatology,American Meteorological Society,15588424,15588432,1902,true,,,
scopus_mar_2026,Journal of Applied Microbiology,Oxford University Press,13645072,13652672,2402; 1305,true,,,
scopus_mar_2026,Journal of Applied Microbiology Symposium Supplement,Wiley-Blackwell Publishing Ltd,02674440,,1100; 2402; 2404; 1305,true,,,
scopus_mar_2026,Journal of Applied Non-Classical Logics,Taylor and Francis Inc.,11663081,19585780,2609; 1211,true,,,
scopus_mar_2026,Journal of Applied Nonlinear Dynamics,"L and H Scientific Publishing, LLC",21646457,21646473,2210; 2205,true,,,
scopus_mar_2026,Journal of Applied Nutrition,International & American Associations of Clinical Nutritionists,00218960,,2701; 1106,true,,,
scopus_mar_2026,Journal of Applied Optics,Editorial office of Journal of Applied Optics,10022082,,3107,true,,,
scopus_mar_2026,Journal of Applied Oral Science,Faculdade de Odontologia de Bauru da Universidade de Sao Paulo,16787757,16787765,3500,true,,,
scopus_mar_2026,Journal of Applied Organometallic Chemistry,Sami Publishing Company,27833623,27831272,2505; 1605; 1601; 1503,true,,,
scopus_mar_2026,Journal of Applied Pharmaceutical Research,Creative Pharma Assent,,23480335,3004; 3003; 3001,true,,,
scopus_mar_2026,Journal of Applied Pharmaceutical Science,Open Science Publishers LLP Inc.,,22313354,3611; 2701; 3000,true,,,
scopus_mar_2026,Journal of Applied Philosophy,John Wiley and Sons Inc,02643758,14685930,1211,true,,,
scopus_mar_2026,Journal of applied photographic engineering,Society of Photographic Scientists and Engineers,00987298,,2200,true,,,
scopus_mar_2026,Journal of Applied Phycology,Springer Science and Business Media B.V.,09218971,15735176,1104; 1110,true,,,
scopus_mar_2026,Journal of Applied Physics,American Institute of Physics,00218979,10897550,3107; 3104; 3101; 3100,true,,,
scopus_mar_2026,Journal of Applied Physiology,American Physiological Society,87507587,15221601,2737; 1314,true,,,
scopus_mar_2026,Journal of Applied Physiology Respiratory Environmental and Exercise Physiology,American Physiological Society,01617567,,1314; 1310,true,,,
scopus_mar_2026,Journal of Applied Polymer Science,John Wiley & Sons Inc.,00218995,10974628,2508; 1600; 2505; 2507,true,,,
scopus_mar_2026,Journal of Applied Poultry Research,Elsevier Inc.,10566171,15370437,1103,true,,,
scopus_mar_2026,Journal of Applied Probability,Cambridge University Press,00219002,14756072,1804; 2613; 2600,true,,,
scopus_mar_2026,Journal of Applied Probability and Statistics,ISOSS PUBLICATIONS,19306792,,2613; 2604; 1804,true,,,
scopus_mar_2026,Journal of Applied Psychoanalytic Studies,Kluwer/Plenum Publishers,15211401,,2738,true,,,
scopus_mar_2026,Journal of Applied Psychological Research,University of Tehran,22518126,26764504,3205; 3204; 3202; 3201,true,,,
scopus_mar_2026,Journal of Applied Psychology,American Psychological Association,00219010,19391854,3202,true,,,
scopus_mar_2026,Journal of Applied Rehabilitation Counseling,Springer Publishing Company,00472220,26397641,2739; 3609; 3202; 2742; 3612; 3602; 2603,true,,,
scopus_mar_2026,Journal of Applied Remote Sensing,SPIE,,19313195,1900,true,,,
scopus_mar_2026,Journal of Applied Research,Journal of Applied Research,1537064X,,3004; 2736,true,,,
scopus_mar_2026,Journal of Applied Research and Technology,Universidad Nacional Autonoma de Mexico,16656423,24486736,2200,true,,,
scopus_mar_2026,Journal of Applied Research in Electrical Engineering,Shahid Chamran University of Ahvaz,2717414X,27832864,2208,true,,,
scopus_mar_2026,Journal of Applied Research in Higher Education,Emerald Group Publishing Ltd.,17581184,20507003,3304,true,,,
scopus_mar_2026,Journal of Applied Research in Intellectual Disabilities,Wiley-Blackwell Publishing Ltd,13602322,14683148,3204; 3304,true,,,
scopus_mar_2026,Journal of Applied Research in Memory and Cognition,Society for Applied Research in Memory and Cognition,22113681,2211369X,3203; 3202; 3205,true,,,
scopus_mar_2026,Journal of Applied Research in Water and Wastewater,Razi University,,24766283,2312; 2311; 2310,true,,,
scopus_mar_2026,Journal of Applied Research on Children,Texas Medical Center Library,21555834,,3304; 3312; 3204,true,,,
scopus_mar_2026,Journal of Applied Research on Industrial Engineering,Research Expansion Alliance (REA),25385100,26766167,2209; 2207; 1803; 1802,true,,,
scopus_mar_2026,Journal of Applied Research on Medicinal and Aromatic Plants,Elsevier GmbH,,22147861,1110; 3002,true,,,
scopus_mar_2026,Journal of Applied School Psychology,Routledge,15377903,15377911,2738; 3202; 3204; 3304,true,,,
scopus_mar_2026,Journal of Applied Science and Engineering,Tamkang University,27089967,27089975,2200; 1000,true,,,
scopus_mar_2026,Journal of Applied Science and Technology Trends,Interdisciplinary Publishing Academia,,27080757,1901; 1702; 1701,true,,,
scopus_mar_2026,Journal of Applied Science in Southern Africa,University of Zimbabwe Publications,10197788,,1900; 2300,true,,,
scopus_mar_2026,"Journal of Applied Science, Engineering, Technology, and Education",PT Mattawang Mediatama Solution,,26850591,2301; 2201; 1804; 1801; 1101,true,,,
scopus_mar_2026,Journal of Applied Sciences,Asian Network for Scientific Information,18125654,18125662,1000,true,,,
